Date,EURUSD25R1M BGN Curncy  (R1),USDJPY25R1M BGN Curncy  (R2),EURJPY25R1M BGN Curncy  (L1)
40588,-1.155,-0.315,-0.72499999999999998
40585,-1.145,-9.7500000000000003E-2,-0.73
40584,-1.0900000000000001,-0.185,-0.70499999999999996
40583,-1,-0.2475,-0.8
40582,-1.0175000000000001,-0.3725,-0.9
40581,-1.3174999999999999,-0.35249999999999998,-0.9425
40578,-1.3474999999999999,-0.36,-0.94499999999999995
40577,-1.3925000000000001,-0.40250000000000002,-0.90500000000000003
40576,-1.3474999999999999,-0.40749999999999997,-0.94499999999999995
40575,-1.35,-0.36499999999999999,-0.99250000000000005
40574,-1.365,-0.35249999999999998,-0.99
40571,-1.355,-0.22750000000000001,-0.78249999999999997
40570,-1.145,-0.11749999999999999,-0.84499999999999997
40569,-0.97,-0.26750000000000002,-0.87749999999999995
40568,-0.91,-0.26750000000000002,-0.89
40567,-0.91,-0.3,-0.88500000000000001
40564,-0.97499999999999998,-0.28249999999999997,-0.89500000000000002
40563,-1.07,-0.28249999999999997,-0.89749999999999996
40562,-0.85,-0.4425,-0.97
40561,-0.9,-0.3,-1.1599999999999999
40560,-0.89500000000000002,-0.26500000000000001,-1.1599999999999999
40557,-0.71499999999999997,-0.26250000000000001,-1.24
40556,-0.64500000000000002,-0.2,-1.2024999999999999
40555,-0.93500000000000005,-0.35249999999999998,-1.44
40554,-1.23,-0.16500000000000001,-1.5449999999999999
40553,-1.5049999999999999,-0.16250000000000001,-1.7549999999999999
40550,-1.6074999999999999,-0.155,-1.7749999999999999
40549,-1.57,-0.13750000000000001,-1.8049999999999999
40548,-1.5149999999999999,-0.2,-1.89
40547,-1.4750000000000001,-0.28749999999999998,-1.9450000000000001
40546,-1.5249999999999999,-0.37,-1.9850000000000001
40543,-1.56,-0.3175,-2.02
40542,-1.595,-0.34499999999999997,-1.9650000000000001
40541,-1.67,-0.34250000000000003,-1.96
40540,-1.65,-0.29249999999999998,-2.0225
40539,-1.83,-0.25,-1.9375
40536,-1.835,-0.215,-1.9475
40535,-1.865,-0.23250000000000001,-1.9450000000000001
40534,-1.845,-0.15,-1.95
40533,-1.87,-0.1925,-1.9
40532,-1.93,-0.17,-1.895
40529,-1.9450000000000001,-0.17,-1.83
40528,-1.9750000000000001,-0.1875,-1.88
40527,-1.7949999999999999,-0.21,-1.89
40526,-1.64,-0.32250000000000001,-1.91
40525,-1.7075,-0.3125,-1.98
40522,-1.875,-0.23499999999999999,-2.0350000000000001
40521,-1.9850000000000001,-0.26,-2.08
40520,-1.9325000000000001,-0.29249999999999998,-2.2625000000000002
40519,-1.7849999999999999,-0.3775,-2.29
40518,-1.925,-0.42749999999999999,-2.34
40515,-1.875,-0.37,-2.3925000000000001
40514,-2.11,-0.28000000000000003,-2.4550000000000001
40513,-2.14,-0.21249999999999999,-2.36
40512,-2.38,-0.27750000000000002,-2.5150000000000001
40511,-2.2275,-0.23749999999999999,-2.3050000000000002
40508,-1.89,-0.2475,-2.2275
40507,-1.6575,-0.32250000000000001,-2.2200000000000002
40506,-1.6174999999999999,-0.3175,-2.1225000000000001
40505,-1.51,-0.32250000000000001,-2.0724999999999998
40504,-1.1675,-0.22,-1.76
40501,-1.1399999999999999,-0.21249999999999999,-1.7625
40500,-1.21,-0.21249999999999999,-1.7949999999999999
40499,-1.51,-0.24249999999999999,-1.92
40498,-1.595,-0.22500000000000001,-1.91
40497,-1.5149999999999999,-0.215,-2.04
40494,-1.5249999999999999,-0.50249999999999995,-1.9424999999999999
40493,-1.5175000000000001,-0.47249999999999998,-1.7925
40492,-1.5,-0.56499999999999995,-1.6074999999999999
40491,-1.4650000000000001,-0.74750000000000005,-1.68
40490,-1.2350000000000001,-0.83250000000000002,-1.4950000000000001
40487,-1.0674999999999999,-0.8075,-1.2925
40486,-0.81499999999999995,-0.85750000000000004,-1.3075000000000001
40485,-0.89,-0.93,-1.4375
40484,-0.84499999999999997,-0.9375,-1.4350000000000001
40483,-0.84,-0.92249999999999999,-1.54
40480,-0.86250000000000004,-0.97250000000000003,-1.585
40479,-0.84250000000000003,-0.97750000000000004,-1.47
40478,-0.90749999999999997,-0.97499999999999998,-1.41
40477,-0.69499999999999995,-1.1675,-1.4724999999999999
40476,-0.61499999999999999,-1.2150000000000001,-1.5275000000000001
40473,-0.58499999999999996,-1.2250000000000001,-1.48
40472,-0.57250000000000001,-1.1825000000000001,-1.4975000000000001
40471,-0.57999999999999996,-1.25,-1.605
40470,-0.70499999999999996,-1.2350000000000001,-1.5349999999999999
40469,-0.48249999999999998,-1.29,-1.54
40466,-0.2,-1.3225,-1.36
40465,-0.16500000000000001,-1.3574999999999999,-1.4924999999999999
40464,-0.33500000000000002,-1.2375,-1.4075
40463,-0.40250000000000002,-1.2324999999999999,-1.3975
40462,-0.23,-1.2224999999999999,-1.3725000000000001
40459,-0.23,-1.1625000000000001,-1.2625
40458,-0.155,-1.0974999999999999,-1.27
40457,-0.22750000000000001,-0.9325,-1.17
40456,-0.39250000000000002,-0.94,-1.165
40455,-0.45,-0.95499999999999996,-1.1850000000000001
40452,-0.32500000000000001,-0.96,-1.24
40451,-0.35249999999999998,-0.99750000000000005,-1.2375
40450,-0.27,-0.90249999999999997,-1.25
40449,-0.40749999999999997,-0.81499999999999995,-1.2324999999999999
40448,-0.36249999999999999,-0.74,-1.1000000000000001
40445,-0.4425,-0.72,-1.0974999999999999
40444,-0.55249999999999999,-0.72499999999999998,-1.1475
40443,-0.53749999999999998,-0.77500000000000002,-1.17
40442,-0.6825,-0.71499999999999997,-1.0625
40441,-0.6825,-0.6875,-1.1375
40438,-0.73,-0.6825,-1.2549999999999999
40437,-0.7,-0.70499999999999996,-1.2475000000000001
40436,-0.84499999999999997,-0.77500000000000002,-1.5049999999999999
40435,-0.89,-1.4775,-2.1274999999999999
40434,-1.0825,-1.24,-1.9475
40431,-1.19,-1.2450000000000001,-1.96
40430,-1.31,-1.3674999999999999,-2.0575000000000001
40429,-1.35,-1.3975,-2.0649999999999999
40428,-1.2949999999999999,-1.2649999999999999,-1.9275
40427,-1.1525000000000001,-1.0425,-1.905
40424,-1.24,-1.1525000000000001,-1.96
40423,-1.4550000000000001,-1.2524999999999999,-1.9775
40422,-1.4750000000000001,-1.345,-2.0125000000000002
40421,-1.7050000000000001,-1.335,-2.2124999999999999
40420,-1.6924999999999999,-1.3025,-2.0350000000000001
40417,-1.675,-1.4675,-2.1324999999999998
40416,-1.7224999999999999,-1.7324999999999999,-2.4300000000000002
40415,-1.77,-1.6525000000000001,-2.4849999999999999
40414,-1.7975000000000001,-1.7224999999999999,-2.6324999999999998
40413,-1.6025,-1.4575,-2.1324999999999998
40410,-1.5125,-1.4650000000000001,-2.1274999999999999
40409,-1.4125000000000001,-1.4524999999999999,-1.99
40408,-1.4350000000000001,-1.4524999999999999,-1.9450000000000001
40407,-1.4624999999999999,-1.49,-1.9924999999999999
40406,-1.5425,-1.4650000000000001,-2.0225
40403,-1.5525,-1.4750000000000001,-2.0150000000000001
40402,-1.5325,-1.5575000000000001,-2.09
40401,-1.2350000000000001,-1.65,-2.0249999999999999
40400,-0.87749999999999995,-1.5575000000000001,-1.7524999999999999
40399,-0.82750000000000001,-1.5674999999999999,-1.7625
40396,-0.84250000000000003,-1.6575,-1.9624999999999999
40395,-0.95499999999999996,-1.585,-1.93
40394,-0.87,-1.6975,-1.9575
40393,-0.78500000000000003,-1.575,-1.9850000000000001
40392,-0.86,-1.335,-1.9750000000000001
40389,-1.0774999999999999,-1.4650000000000001,-2.2200000000000002
40388,-1.085,-1.3049999999999999,-2.0950000000000002
40387,-1.19,-1.345,-2.1850000000000001
40386,-1.2949999999999999,-1.385,-2.4224999999999999
40385,-1.4225000000000001,-1.58,-2.4700000000000002
40382,-1.59,-1.7350000000000001,-2.7974999999999999
40381,-1.61,-1.825,-2.8275000000000001
40380,-1.4450000000000001,-1.7,-2.7124999999999999
40379,-1.2875000000000001,-1.7925,-3.1549999999999998
40378,-1.1975,-2.0299999999999998,-3.21
40375,-1.115,-2.0125000000000002,-3.125
40374,-1.075,-1.7224999999999999,-3.145
40373,-1.1074999999999999,-1.5475000000000001,-3.1425000000000001
40372,-1.1675,-1.67,-3.3424999999999998
